 *******************************************************************************
 *    PROCEAF3 (1) 100 GROUP EAF3 ADAPTED FOR PROCESS CODE  MARCH 1993        *
 *******************************************************************************
 HARWELL COPY OF ACTIVATION AND TRANSMUTATION CROSS SECTION FILE FOR
 FUSION REACTORS FOR USE BY CULHAM PROCESS CODE SYSTEM
 -------------------------------------------------------------------------------
 BASIC DATA SOURCE: REAC ECN5 FILE, PRODUCED BY J.KOPECKY ECN PETTEN.
 SUPPLEMENTED BY: DATA FROM UKACT1 AND RENORMALISED (N,G) DATA.
 MOST DATA HAVE BEEN RENORMALIZED TO EXPERIMENTAL DATA OR TO DATA FROM
 SYSTEMATICS AT 14.5 MEV.
 THE GROUP CROSS SECTIONS HAVE BEEN CALCULATED AT ECN IN THE 100-GROUP
 GAM II STRUCTURE AND WITH THE VITAMIN-E FLUX WEIGHTING FUNCTION.
 ISOMERS AS TARGETS, NEW TARGETS.
 NEW SYSTEMATICS FOR (N,X). THIS VERSION CONTAINS NEW CAPTURE DATA.
 ACTINIDES INCLUDED.
 ###############################################################################
  10010 1020  100    H  1  (N,G  ) H  2                1.0000+00*
 JEF-1
 
 4.85949E-05 5.50141E-05 6.22813E-05 7.05085E-05 7.98225E-05 9.03784E-05
 1.02405E-04 1.16042E-04 1.31496E-04 4.96212E-04
  50100  430  100    B 10  (N,Z) FE 51
 Sum of all reactions on target not included in reaction index.
 Processed by XSECTDT.FOR March 1993.
 4.42409E-01 4.25152E-01 3.80594E-01 3.45014E-01 3.12252E-01 2.90995E-01
 2.78782E-01 2.76418E-01 2.87076E-01 2.84503E-01 2.87631E-01 3.09471E-01
 3.50420E-01 3.23682E-01 3.07465E-01 3.45377E-01 4.09142E-01 3.89317E-01
 3.90143E-01 4.84858E-01 5.89189E-01 5.49502E-01 3.96844E-01 3.18357E-01
 2.87202E-01 2.73116E-01 2.67772E-01 2.75273E-01 3.01023E-01 3.44292E-01
 4.05945E-01 4.89818E-01 5.99366E-01 7.12619E-01 7.79354E-01 8.58323E-01
 9.30793E-01 1.02638E+00 1.14342E+00 1.27055E+00 1.39693E+00 1.51558E+00
 1.62434E+00 1.72386E+00 1.81850E+00 1.91014E+00 2.00057E+00 2.09128E+00
