 Y7_=_integral_of_radiation_loss_from_impurities_[MW]
 Y8_=_integral_of_radiation_loss_from_hydrogenic_species_[MW]
 Y9_=_integral_of_power_loss_due_to_charge_exchange_[MW]
 Y10=_integral_of_power_loss_due_to_electron_impact_ionisation_[MW]
 qconv=_Convected_power_density_through_a_surface_perpendicular_to_B_[W/m2]
 qcond=_Conducted_power_density_through_a_surface_perpendicular_to_B_[W/m2]
 im_rad=_Impurity_radiation_[W/m2]
 step   x//B_[m]     te_[eV]  ne/1e20/m3    Pth_[Pa] Ptotal_[Pa]     v_[m/s]       mach   n0/1e20/m3   Power_[W]   perp_area   qtot_W/m2  qconv_W/m2  qcond_W/m2     CX_W/m3    Ion_W/m3  H_rad_W/m3 im_rad_W/m3          Y7          Y8          Y9         Y10          He          Be          C_          N_          O_          Ne          Si          Ar          Fe          Ni          Kr          Xe          W_ n01/1e20/m3 n02/1e20m-3        nv24      v/ms-1
  137    1.78818  5.950E+001  2.635E+000  5.024E+003  5.024E+003 -2.076E+000  3.063E-005 -1.430E-004  4.410E+007  9.405E-002  4.689E+008  2.607E+004  4.689E+008  0.000E+000  0.000E+000  0.000E+000  5.396E+007  2.712E+001  8.429E-001  6.468E+000  5.092E+000  9.177E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  4.063E+007  4.153E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.076E+000
  138    1.91190  6.086E+001  2.576E+000  5.024E+003  5.024E+003 -2.123E+000  3.098E-005 -1.430E-004  4.471E+007  9.405E-002  4.754E+008  2.667E+004  4.754E+008  0.000E+000  0.000E+000  0.000E+000  5.203E+007  2.773E+001  8.429E-001  6.468E+000  5.092E+000  8.671E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.946E+007  3.894E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.123E+000
  139    2.04418  6.226E+001  2.518E+000  5.024E+003  5.024E+003 -2.172E+000  3.133E-005 -1.430E-004  4.535E+007  9.405E-002  4.822E+008  2.728E+004  4.822E+008  0.000E+000  0.000E+000  0.000E+000  5.016E+007  2.837E+001  8.429E-001  6.468E+000  5.092E+000  8.194E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.831E+007  3.651E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.172E+000
  140    2.18562  6.368E+001  2.462E+000  5.024E+003  5.024E+003 -2.222E+000  3.169E-005 -1.430E-004  4.600E+007  9.405E-002  4.892E+008  2.790E+004  4.891E+008  0.000E+000  0.000E+000  0.000E+000  4.836E+007  2.902E+001  8.429E-001  6.468E+000  5.092E+000  7.742E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.719E+007  3.422E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.222E+000
  141    2.33684  6.515E+001  2.407E+000  5.024E+003  5.024E+003 -2.273E+000  3.205E-005 -1.430E-004  4.668E+007  9.405E-002  4.963E+008  2.854E+004  4.963E+008  0.000E+000  0.000E+000  0.000E+000  4.658E+007  2.970E+001  8.429E-001  6.468E+000  5.092E+000  7.315E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.606E+007  3.212E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.273E+000
  142    2.49852  6.665E+001  2.352E+000  5.024E+003  5.024E+003 -2.325E+000  3.242E-005 -1.430E-004  4.737E+007  9.405E-002  5.037E+008  2.920E+004  5.037E+008  0.000E+000  0.000E+000  0.000E+000  4.488E+007  3.039E+001  8.429E-001  6.468E+000  5.092E+000  6.910E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.496E+007  3.015E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.325E+000
  143    2.67139  6.819E+001  2.299E+000  5.024E+003  5.024E+003 -2.379E+000  3.279E-005 -1.430E-004  4.809E+007  9.405E-002  5.113E+008  2.987E+004  5.113E+008  0.000E+000  0.000E+000  0.000E+000  4.321E+007  3.111E+001  8.429E-001  6.468E+000  5.092E+000  6.529E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.384E+007  2.834E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.379E+000
  144    2.85622  6.976E+001  2.247E+000  5.024E+003  5.024E+003 -2.434E+000  3.316E-005 -1.430E-004  4.883E+007  9.405E-002  5.192E+008  3.057E+004  5.191E+008  0.000E+000  0.000E+000  0.000E+000  4.158E+007  3.184E+001  8.429E-001  6.468E+000  5.092E+000  6.170E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.274E+007  2.666E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.434E+000
  145    3.05383  7.138E+001  2.196E+000  5.024E+003  5.024E+003 -2.490E+000  3.355E-005 -1.430E-004  4.959E+007  9.405E-002  5.272E+008  3.127E+004  5.272E+008  0.000E+000  0.000E+000  0.000E+000  4.000E+007  3.260E+001  8.429E-001  6.468E+000  5.092E+000  5.829E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.166E+007  2.510E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.490E+000
  146    3.26512  7.304E+001  2.147E+000  5.024E+003  5.024E+003 -2.548E+000  3.393E-005 -1.430E-004  5.036E+007  9.405E-002  5.355E+008  3.200E+004  5.355E+008  0.000E+000  0.000E+000  0.000E+000  3.844E+007  3.338E+001  8.429E-001  6.468E+000  5.092E+000  5.509E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.056E+007  2.367E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.548E+000
  147    3.49103  7.474E+001  2.098E+000  5.024E+003  5.024E+003 -2.607E+000  3.433E-005 -1.430E-004  5.116E+007  9.405E-002  5.440E+008  3.275E+004  5.440E+008  0.000E+000  0.000E+000  0.000E+000  3.694E+007  3.418E+001  8.429E-001  6.468E+000  5.092E+000  5.205E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.950E+007  2.232E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.607E+000
  148    3.73257  7.648E+001  2.050E+000  5.024E+003  5.024E+003 -2.668E+000  3.472E-005 -1.430E-004  5.199E+007  9.405E-002  5.528E+008  3.351E+004  5.527E+008  0.000E+000  0.000E+000  0.000E+000  3.544E+007  3.500E+001  8.429E-001  6.468E+000  5.092E+000  4.917E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.841E+007  2.111E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.668E+000
  149    3.99082  7.827E+001  2.003E+000  5.024E+003  5.024E+003 -2.730E+000  3.513E-005 -1.430E-004  5.283E+007  9.405E-002  5.617E+008  3.429E+004  5.617E+008  0.000E+000  0.000E+000  0.000E+000  3.400E+007  3.585E+001  8.429E-001  6.468E+000  5.092E+000  4.645E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.736E+007  1.996E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.730E+000
  150    4.26694  8.010E+001  1.957E+000  5.024E+003  5.024E+003 -2.794E+000  3.554E-005 -1.430E-004  5.369E+007  9.405E-002  5.709E+008  3.510E+004  5.709E+008  0.000E+000  0.000E+000  0.000E+000  3.258E+007  3.671E+001  8.429E-001  6.468E+000  5.092E+000  4.389E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.630E+007  1.890E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.794E+000
  151    4.56216  8.198E+001  1.912E+000  5.024E+003  5.024E+003 -2.860E+000  3.595E-005 -1.430E-004  5.458E+007  9.405E-002  5.803E+008  3.592E+004  5.803E+008  0.000E+000  0.000E+000  0.000E+000  3.120E+007  3.760E+001  8.429E-001  6.468E+000  5.092E+000  4.147E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.526E+007  1.792E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.860E+000
  152    4.87781  8.391E+001  1.868E+000  5.024E+003  5.024E+003 -2.927E+000  3.637E-005 -1.430E-004  5.548E+007  9.405E-002  5.900E+008  3.676E+004  5.899E+008  0.000E+000  0.000E+000  0.000E+000  2.985E+007  3.850E+001  8.429E-001  6.468E+000  5.092E+000  3.918E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.423E+007  1.699E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.927E+000
  153    5.21530  8.589E+001  1.825E+000  5.024E+003  5.024E+003 -2.996E+000  3.680E-005 -1.430E-004  5.641E+007  9.405E-002  5.998E+008  3.763E+004  5.998E+008  0.000E+000  0.000E+000  0.000E+000  2.853E+007  3.943E+001  8.429E-001  6.468E+000  5.092E+000  3.702E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.322E+007  1.613E+006 -2.686E-004  1.255E-004 -5.469E-004 -2.996E+000
  154    5.57614  8.792E+001  1.783E+000  5.024E+003  5.024E+003 -3.067E+000  3.723E-005 -1.430E-004  5.736E+007  9.405E-002  6.099E+008  3.852E+004  6.098E+008  0.000E+000  0.000E+000  0.000E+000  2.726E+007  4.037E+001  8.429E-001  6.468E+000  5.092E+000  3.497E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.223E+007  1.531E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.067E+000
  155    5.96195  9.000E+001  1.742E+000  5.024E+003  5.024E+003 -3.140E+000  3.767E-005 -1.430E-004  5.832E+007  9.405E-002  6.201E+008  3.943E+004  6.201E+008  0.000E+000  0.000E+000  0.000E+000  2.600E+007  4.134E+001  8.429E-001  6.468E+000  5.092E+000  3.305E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.124E+007  1.454E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.140E+000
  156    6.37444  9.213E+001  1.702E+000  5.024E+003  5.024E+003 -3.214E+000  3.811E-005 -1.430E-004  5.931E+007  9.405E-002  6.306E+008  4.037E+004  6.306E+008  0.000E+000  0.000E+000  0.000E+000  2.479E+007  4.232E+001  8.429E-001  6.468E+000  5.092E+000  3.123E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  2.029E+007  1.381E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.214E+000
  157    6.81548  9.432E+001  1.662E+000  5.024E+003  5.024E+003 -3.290E+000  3.856E-005 -1.430E-004  6.031E+007  9.405E-002  6.413E+008  4.132E+004  6.412E+008  0.000E+000  0.000E+000  0.000E+000  2.360E+007  4.333E+001  8.429E-001  6.468E+000  5.092E+000  2.952E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.933E+007  1.313E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.290E+000
  158    7.28703  9.656E+001  1.624E+000  5.024E+003  5.024E+003 -3.368E+000  3.902E-005 -1.430E-004  6.133E+007  9.405E-002  6.521E+008  4.231E+004  6.521E+008  0.000E+000  0.000E+000  0.000E+000  2.245E+007  4.435E+001  8.429E-001  6.468E+000  5.092E+000  2.790E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.841E+007  1.248E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.368E+000
  159    7.79121  9.886E+001  1.586E+000  5.024E+003  5.024E+003 -3.449E+000  3.948E-005 -1.430E-004  6.237E+007  9.405E-002  6.631E+008  4.331E+004  6.631E+008  0.000E+000  0.000E+000  0.000E+000  2.133E+007  4.539E+001  8.429E-001  6.468E+000  5.092E+000  2.637E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.751E+007  1.186E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.449E+000
  160    8.33027  1.012E+002  1.549E+000  5.024E+003  5.024E+003 -3.531E+000  3.995E-005 -1.430E-004  6.342E+007  9.405E-002  6.744E+008  4.435E+004  6.743E+008  0.000E+000  0.000E+000  0.000E+000  2.025E+007  4.644E+001  8.429E-001  6.468E+000  5.092E+000  2.493E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.663E+007  1.127E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.531E+000
  161    8.90663  1.036E+002  1.513E+000  5.024E+003  5.024E+003 -3.615E+000  4.042E-005 -1.430E-004  6.449E+007  9.405E-002  6.857E+008  4.540E+004  6.857E+008  0.000E+000  0.000E+000  0.000E+000  1.920E+007  4.751E+001  8.429E-001  6.468E+000  5.092E+000  2.357E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.578E+007  1.070E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.615E+000
  162    9.52287  1.061E+002  1.478E+000  5.024E+003  5.024E+003 -3.701E+000  4.090E-005 -1.430E-004  6.557E+007  9.405E-002  6.972E+008  4.649E+004  6.972E+008  0.000E+000  0.000E+000  0.000E+000  1.818E+007  4.859E+001  8.429E-001  6.468E+000  5.092E+000  2.228E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.493E+007  1.017E+006 -2.686E-004  1.255E-004 -5.469E-004 -3.701E+000
  163   10.18174  1.086E+002  1.443E+000  5.024E+003  5.024E+003 -3.790E+000  4.139E-005 -1.430E-004  6.667E+007  9.405E-002  7.089E+008  4.760E+004  7.088E+008  0.000E+000  0.000E+000  0.000E+000  1.721E+007  4.969E+001  8.429E-001  6.468E+000  5.092E+000  2.107E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.413E+007  9.659E+005 -2.686E-004  1.255E-004 -5.469E-004 -3.790E+000
  164   10.88620  1.112E+002  1.409E+000  5.024E+003  5.024E+003 -3.881E+000  4.188E-005 -1.430E-004  6.778E+007  9.405E-002  7.207E+008  4.874E+004  7.206E+008  0.000E+000  0.000E+000  0.000E+000  1.625E+007  5.079E+001  8.429E-001  6.468E+000  5.092E+000  1.993E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.334E+007  9.171E+005 -2.686E-004  1.255E-004 -5.469E-004 -3.881E+000
  165   11.63940  1.139E+002  1.376E+000  5.024E+003  5.024E+003 -3.973E+000  4.238E-005 -1.430E-004  6.890E+007  9.405E-002  7.326E+008  4.991E+004  7.325E+008  0.000E+000  0.000E+000  0.000E+000  1.535E+007  5.191E+001  8.429E-001  6.468E+000  5.092E+000  1.885E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.260E+007  8.708E+005 -2.686E-004  1.255E-004 -5.469E-004 -3.973E+000
  166   12.44472  1.166E+002  1.344E+000  5.024E+003  5.024E+003 -4.069E+000  4.288E-005 -1.430E-004  7.002E+007  9.405E-002  7.446E+008  5.110E+004  7.445E+008  0.000E+000  0.000E+000  0.000E+000  1.447E+007  5.304E+001  8.429E-001  6.468E+000  5.092E+000  1.784E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.186E+007  8.269E+005 -2.686E-004  1.255E-004 -5.469E-004 -4.069E+000
  167   13.30575  1.207E+002  1.299E+000  5.024E+003  5.024E+003 -4.210E+000  4.362E-005 -1.430E-004  7.089E+007  4.734E-002  1.497E+009  5.288E+004  1.497E+009  0.000E+000  0.000E+000  0.000E+000  1.329E+007  5.391E+001  8.429E-001  6.468E+000  5.092E+000  1.647E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  1.087E+007  7.672E+005 -2.686E-004  1.255E-004 -5.469E-004 -4.210E+000
  168   14.22635  1.261E+002  1.244E+000  5.024E+003  5.024E+003 -4.397E+000  4.458E-005 -1.430E-004  7.144E+007  4.734E-002  1.509E+009  5.523E+004  1.509E+009  0.000E+000  0.000E+000  0.000E+000  1.189E+007  5.446E+001  8.429E-001  6.468E+000  5.092E+000  1.489E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  9.699E+006  6.978E+005 -2.686E-004  1.255E-004 -5.469E-004 -4.397E+000
  169   15.21065  1.312E+002  1.195E+000  5.024E+003  5.024E+003 -4.578E+000  4.549E-005 -1.430E-004  7.196E+007  4.734E-002  1.520E+009  5.750E+004  1.520E+009  0.000E+000  0.000E+000  0.000E+000  1.071E+007  5.498E+001  8.429E-001  6.468E+000  5.092E+000  1.357E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  8.713E+006  6.389E+005 -2.686E-004  1.255E-004 -5.469E-004 -4.578E+000
  170   16.26305  1.363E+002  1.150E+000  5.024E+003  5.024E+003 -4.755E+000  4.636E-005 -1.430E-004  7.247E+007  4.734E-002  1.531E+009  5.973E+004  1.531E+009  0.000E+000  0.000E+000  0.000E+000  9.716E+006  5.549E+001  8.429E-001  6.468E+000  5.092E+000  1.244E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  7.884E+006  5.883E+005 -2.686E-004  1.255E-004 -5.469E-004 -4.755E+000
  171   17.38827  1.413E+002  1.110E+000  5.024E+003  5.024E+003 -4.929E+000  4.720E-005 -1.430E-004  7.297E+007  4.734E-002  1.541E+009  6.191E+004  1.541E+009  0.000E+000  0.000E+000  0.000E+000  8.872E+006  5.598E+001  8.429E-001  6.468E+000  5.092E+000  1.146E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  7.182E+006  5.443E+005 -2.686E-004  1.255E-004 -5.469E-004 -4.929E+000
  172   18.59134  1.462E+002  1.072E+000  5.024E+003  5.024E+003 -5.101E+000  4.801E-005 -1.430E-004  7.345E+007  4.734E-002  1.551E+009  6.406E+004  1.551E+009  0.000E+000  0.000E+000  0.000E+000  8.161E+006  5.647E+001  8.429E-001  6.468E+000  5.092E+000  1.060E+006  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  6.595E+006  5.058E+005 -2.686E-004  1.255E-004 -5.469E-004 -5.101E+000
  173   19.87764  1.511E+002  1.038E+000  5.024E+003  5.024E+003 -5.270E+000  4.880E-005 -1.430E-004  7.393E+007  4.734E-002  1.562E+009  6.619E+004  1.561E+009  0.000E+000  0.000E+000  0.000E+000  7.549E+006  5.695E+001  8.429E-001  6.468E+000  5.092E+000  9.841E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  6.094E+006  4.716E+005 -2.686E-004  1.255E-004 -5.469E-004 -5.270E+000
  174   21.25295  1.559E+002  1.006E+000  5.024E+003  5.024E+003 -5.439E+000  4.958E-005 -1.430E-004  7.440E+007  4.734E-002  1.572E+009  6.831E+004  1.571E+009  0.000E+000  0.000E+000  0.000E+000  7.026E+006  5.742E+001  8.429E-001  6.468E+000  5.092E+000  9.166E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  5.669E+006  4.411E+005 -2.686E-004  1.255E-004 -5.469E-004 -5.439E+000
  175   22.72341  1.607E+002  9.755E-001  5.024E+003  5.024E+003 -5.606E+000  5.034E-005 -1.430E-004  7.487E+007  4.734E-002  1.582E+009  7.041E+004  1.581E+009  0.000E+000  0.000E+000  0.000E+000  6.582E+006  5.789E+001  8.429E-001  6.468E+000  5.092E+000  8.560E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  5.312E+006  4.139E+005 -2.686E-004  1.255E-004 -5.469E-004 -5.606E+000
  176   24.29560  1.655E+002  9.472E-001  5.024E+003  5.024E+003 -5.774E+000  5.108E-005 -1.430E-004  7.535E+007  4.734E-002  1.592E+009  7.252E+004  1.592E+009  0.000E+000  0.000E+000  0.000E+000  6.189E+006  5.837E+001  8.429E-001  6.468E+000  5.092E+000  8.012E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  4.998E+006  3.893E+005 -2.686E-004  1.255E-004 -5.469E-004 -5.774E+000
  177   25.97658  1.703E+002  9.205E-001  5.024E+003  5.024E+003 -5.942E+000  5.182E-005 -1.430E-004  7.583E+007  4.734E-002  1.602E+009  7.462E+004  1.602E+009  0.000E+000  0.000E+000  0.000E+000  5.856E+006  5.885E+001  8.429E-001  6.468E+000  5.092E+000  7.516E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  4.737E+006  3.672E+005 -2.686E-004  1.255E-004 -5.469E-004 -5.942E+000
  178   27.77386  1.751E+002  8.952E-001  5.024E+003  5.024E+003 -6.110E+000  5.255E-005 -1.430E-004  7.631E+007  4.734E-002  1.612E+009  7.673E+004  1.612E+009  0.000E+000  0.000E+000  0.000E+000  5.552E+006  5.933E+001  8.429E-001  6.468E+000  5.092E+000  7.062E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  4.499E+006  3.469E+005 -2.686E-004  1.255E-004 -5.469E-004 -6.110E+000
  179   29.69549  1.800E+002  8.711E-001  5.024E+003  5.024E+003 -6.278E+000  5.327E-005 -1.430E-004  7.681E+007  4.734E-002  1.622E+009  7.885E+004  1.622E+009  0.000E+000  0.000E+000  0.000E+000  5.293E+006  5.982E+001  8.429E-001  6.468E+000  5.092E+000  6.647E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  4.300E+006  3.285E+005 -2.686E-004  1.255E-004 -5.469E-004 -6.278E+000
  180   31.75008  1.848E+002  8.482E-001  5.024E+003  5.024E+003 -6.448E+000  5.398E-005 -1.430E-004  7.731E+007  4.734E-002  1.633E+009  8.099E+004  1.633E+009  0.000E+000  0.000E+000  0.000E+000  5.053E+006  6.033E+001  8.429E-001  6.468E+000  5.092E+000  6.264E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  4.115E+006  3.115E+005 -2.686E-004  1.255E-004 -5.469E-004 -6.448E+000
  181   33.94682  1.898E+002  8.262E-001  5.024E+003  5.024E+003 -6.619E+000  5.470E-005 -1.430E-004  7.782E+007  4.734E-002  1.644E+009  8.314E+004  1.644E+009  0.000E+000  0.000E+000  0.000E+000  4.843E+006  6.084E+001  8.429E-001  6.468E+000  5.092E+000  5.912E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.955E+006  2.962E+005 -2.686E-004  1.255E-004 -5.469E-004 -6.619E+000
  182   36.29555  1.947E+002  8.052E-001  5.024E+003  5.024E+003 -6.792E+000  5.540E-005 -1.430E-004  7.835E+007  4.734E-002  1.655E+009  8.530E+004  1.655E+009  0.000E+000  0.000E+000  0.000E+000  4.645E+006  6.137E+001  8.429E-001  6.468E+000  5.092E+000  5.585E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.804E+006  2.819E+005 -2.686E-004  1.255E-004 -5.469E-004 -6.792E+000
  183   38.80678  1.997E+002  7.851E-001  5.024E+003  5.024E+003 -6.966E+000  5.611E-005 -1.430E-004  7.889E+007  4.734E-002  1.666E+009  8.749E+004  1.666E+009  0.000E+000  0.000E+000  0.000E+000  4.467E+006  6.191E+001  8.429E-001  6.468E+000  5.092E+000  5.283E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.670E+006  2.689E+005 -2.686E-004  1.255E-004 -5.469E-004 -6.966E+000
  184   41.49176  2.047E+002  7.657E-001  5.024E+003  5.024E+003 -7.142E+000  5.682E-005 -1.430E-004  7.945E+007  4.734E-002  1.678E+009  8.971E+004  1.678E+009  0.000E+000  0.000E+000  0.000E+000  4.298E+006  6.247E+001  8.429E-001  6.468E+000  5.092E+000  5.000E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.542E+006  2.567E+005 -2.686E-004  1.255E-004 -5.469E-004 -7.142E+000
  185   44.36251  2.099E+002  7.471E-001  5.024E+003  5.024E+003 -7.321E+000  5.752E-005 -1.430E-004  8.002E+007  4.734E-002  1.690E+009  9.195E+004  1.690E+009  0.000E+000  0.000E+000  0.000E+000  4.142E+006  6.304E+001  8.429E-001  6.468E+000  5.092E+000  4.738E+005  6.953E-310  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  2.733E-312  6.953E-310  6.953E-310  0.000E+000  3.423E+006  2.455E+005 -2.686E-004  1.255E-004 -5.469E-004 -7.321E+000
